swap_margin,who_has_seen_opponent_card,who_has_seen_my_card,cabo_known_ratio_threshold,cabo_avg_value_threshold,win_rate,trial
0.9051278789448146,1,2,0.7580399312888124,2.2124025805172183,0.0,0
1.978112104639424,4,4,0.6136422549961615,3.991991212774609,0.0,1
0.9252597538078078,1,3,0.6287741912649212,4.744615777193747,0.1,2
1.366989957911267,2,4,0.9398735429524995,4.024223559814603,0.0,3
1.8971156022217388,4,2,0.6110991035994968,2.431521122914225,0.0,4
2.715614575395766,1,2,0.5332310032960418,5.724544605542791,0.05,5
2.740710191375527,4,1,0.6960797632226555,3.5553662910441854,0.3,6
1.0056775324573448,1,1,0.9116570286348633,4.7140816952914095,0.3,7
1.6911835305550214,4,4,0.6959981188031792,3.0120040994188253,0.05,8
2.848022853416637,2,1,0.5374674371952688,2.7961743007590996,0.2,9
0.29575020531704477,2,3,0.6147991589080695,4.873894589664467,0.1,10
1.3453684907266272,1,2,0.9673309600997696,4.697773620241792,0.05,11
1.1192210303212806,1,3,0.6128941112035001,2.2032015021235494,0.0,12
0.9118369677505069,4,1,0.6042176579938202,4.752740231467887,0.2,13
2.3725434597141177,4,1,0.7268657916897212,3.030009351374847,0.35,14
1.4658841870121044,2,1,0.6832753316740681,4.079051949426507,0.2,15
1.6914888261223013,2,3,0.853025748368734,5.467214775059933,0.05,16
0.3821353790248513,3,4,0.8128710481027952,5.252273648745875,0.1,17
2.479079591008942,2,3,0.9787507493247047,4.208169766377499,0.05,18
0.23071972019268205,4,2,0.9656282891582872,4.055811564848021,0.1,19
1.1803290554350019,3,3,0.6552655373343416,4.564094984405923,0.2,20
0.3623078301144832,3,4,0.9543440639196178,4.893177647135335,0.05,21
1.7315007388088772,3,1,0.5192071797300186,3.6667301934715315,0.1,22
0.9948740782864767,3,2,0.7007590564973672,2.3166596404457382,0.05,23
1.6998546511988573,4,4,0.721647454542591,5.956712877928326,0.05,24
2.075862939032241,1,1,0.5790893160969698,3.1565454568342073,0.15,25
1.4225060991899996,1,2,0.686102051511804,5.2827628353588505,0.05,26
0.38139345058653107,2,4,0.5155350048938352,3.7273147635226334,0.15,27
1.610285919293529,4,1,0.7672162097484998,3.458373874792149,0.25,28
1.6203970605931355,1,3,0.8132537952952461,2.629865702537859,0.0,29
1.384504777224489,2,1,0.8793078351221615,5.653288821048265,0.25,30
1.018351862726548,4,1,0.7987602485550065,4.287802883037346,0.25,31
0.5793033661434575,2,3,0.7884921999907958,4.190945614322269,0.05,32
2.5317296439162345,3,1,0.9197210826801199,4.0702207810320035,0.5,33
2.3621945954812373,1,4,0.8944535414282553,4.634451160103293,0.05,34
2.3229435358633626,3,2,0.6675977162106256,4.993682309253492,0.25,35
2.7862480028272523,2,4,0.9022156893052318,4.046714540417682,0.05,36
0.7746939883383658,4,3,0.5358103557811524,5.115502887439705,0.15,37
2.5467007981004013,1,2,0.659592723064489,4.556020091556246,0.05,38
1.7469484553418804,3,4,0.7696564826490392,5.023680773031874,0.0,39
0.002723973726203921,4,2,0.8762972576611914,3.028628125561568,0.2,40
0.41829209664350564,2,1,0.965234052334133,5.085565156150269,0.1,41
0.9400897646313854,2,3,0.9922755193710511,2.5641903330446714,0.0,42
1.282187660337816,2,3,0.6349480677218093,5.426443997393361,0.0,43
0.19525559287387018,2,3,0.9161094486179565,4.943006943404795,0.05,44
1.1386607028649485,1,2,0.943454924106176,5.511053037150241,0.0,45
0.8465017326608205,4,2,0.7587796092236843,3.3782446272794218,0.1,46
2.0117139031784608,1,1,0.7338142376426877,4.64358813253037,0.15,47
1.1178927622427617,4,1,0.9538659633279599,5.028788594568256,0.4,48
1.6936455603788088,1,2,0.8638014838947032,3.155568247785874,0.0,49
0.5988534308521997,2,3,0.9465593024807688,3.060119682722004,0.0,50
2.9451401769846877,3,4,0.7507433877678806,3.7884019577548216,0.05,51
1.549673232032251,4,1,0.8632511570536108,4.39861190374838,0.25,52
1.530385949587532,2,4,0.7488514997438882,4.823578415926944,0.05,53
0.54435920182126,1,4,0.5350096829951583,3.721351244531013,0.0,54
0.5030537596694014,3,4,0.9481819598101278,5.593063132769907,0.1,55
2.6297607795458355,2,4,0.6917446312531002,5.995917724645009,0.1,56
2.7651889765003803,3,3,0.5681082866955179,3.5917496155872146,0.1,57
0.4272425204525505,2,4,0.8912071392852507,2.3160466837983704,0.0,58
2.9272624185752605,2,4,0.7722615285161833,2.5170142217086524,0.0,59
1.8588453790411998,3,1,0.9255528128092537,5.106154079326078,0.25,60
1.0507419181808109,4,3,0.7953759046443124,3.5484367839570767,0.05,61
1.2792309410735427,1,4,0.808390122756265,3.4606088565938573,0.0,62
1.7421895603488164,4,3,0.8781941316716315,5.624667687222555,0.1,63
1.5388583662647326,2,4,0.8352545283534347,5.824384244857901,0.15,64
1.5939822237499217,3,4,0.8732720718689746,3.94365295048751,0.15,65
1.7078572077476353,2,1,0.5764346230467037,4.243475581283899,0.1,66
1.12391218502968,1,2,0.8734902576183705,3.5198483280922463,0.0,67
1.8439281494738893,2,4,0.8502662044487259,5.205264607386127,0.15,68
1.8854167251618112,3,3,0.6242918102264285,5.862603166366178,0.15,69
2.4663626886266803,4,1,0.8726871911438064,4.824517478567559,0.25,70
0.9613963428029392,1,4,0.6858379286011338,5.688978850918679,0.1,71
2.144658127988456,4,4,0.5248662508855084,3.998013067680459,0.2,72
0.7329504729241281,1,1,0.7023674493951562,2.745303568932304,0.2,73
1.3013309285337096,2,3,0.8270297375486848,4.167718841025009,0.0,74
0.14535642282927208,2,1,0.5017165361736426,3.454818431648536,0.25,75
0.9755735595701985,1,4,0.9353767416319816,2.6122751355487788,0.0,76
0.14528781657421175,4,4,0.8560268661694332,4.27389868547499,0.05,77
1.499938096840741,3,4,0.742895843284499,4.43693751979797,0.25,78
0.4111277027857677,2,1,0.8202037346721986,2.2497853296478825,0.15,79
1.6927207314367743,4,3,0.9546783850276803,2.3730196012785303,0.1,80
0.6674992252717712,3,1,0.9991367634451219,5.806105476271446,0.45,81
2.2562045613855695,4,2,0.6467185547963015,3.3821873243519183,0.1,82
2.980776007610374,1,2,0.8936563098365058,5.970334208983435,0.0,83
2.4321391361411986,3,4,0.6395898489095675,2.568210317558536,0.0,84
1.4804584603709323,2,4,0.9441999847279865,5.893498563100618,0.1,85
0.5279492203758402,3,4,0.5346974310338435,5.051437959492075,0.15,86
1.1855408143596025,3,4,0.92095089211985,2.99466571933226,0.1,87
2.1170952343303266,4,1,0.6472267038368718,4.5668786055682995,0.2,88
2.8498489484509824,3,3,0.9089710745452441,4.976402846286556,0.05,89
2.458170428779934,3,1,0.8372079509064347,5.289813898109868,0.25,90
2.1515467863477644,2,1,0.575980011631557,4.630801208021689,0.2,91
0.6916970369914373,4,1,0.9013622442746684,5.61276737430195,0.2,92
0.5060695098495355,4,1,0.9189440538339694,2.341421338873367,0.3,93
2.916351780685806,3,3,0.8314055701883604,3.003139099895906,0.05,94
0.6370211310467015,1,1,0.6818223955740847,3.203253208331996,0.25,95
1.890339786844704,4,1,0.6063667421997184,2.7067551855467995,0.2,96
0.2019340413580708,1,4,0.713814587295827,5.9408927360950745,0.05,97
0.46919129385152447,1,3,0.9580256741645807,4.752182270285713,0.05,98
2.412020208308821,3,4,0.6999793943440258,3.4872768987962237,0.15,99
0.4173925252989962,4,2,0.5030954452418739,5.310351696063128,0.1,100
0.8927936417718603,2,3,0.75535110796998,3.313063707492472,0.1,101
1.8641617454609187,4,1,0.8673208298226138,3.685284903049725,0.25,102
1.8058681422643341,4,2,0.8731167761947658,3.350436216157507,0.05,103
1.9089852578243927,2,1,0.8845934466293768,2.003273994540924,0.3,104
1.8758038194589806,1,2,0.9172558338519611,3.1474585910632595,0.0,105
0.7262122421659729,1,2,0.8520516145223767,3.6289196441962033,0.0,106
1.621827301427404,3,3,0.799395801614204,2.237339979181226,0.05,107
1.8502844989636649,1,1,0.9991790590061567,2.4225051913779323,0.25,108
1.5110820594996022,4,1,0.9533927100553219,5.7927898769346715,0.25,109
1.1276032337583095,1,2,0.9444356975715421,4.521089936959747,0.0,110
2.153635026528069,3,2,0.5527724215146912,4.844501202172791,0.1,111
2.577371332120833,2,2,0.954254944397289,2.2758751997488376,0.05,112
2.500836388775014,4,2,0.5315835318665633,4.396860033872569,0.1,113
1.963371342262386,4,3,0.9597248876977663,3.254473564964239,0.0,114
2.51839719428825,1,1,0.8605419691187457,4.906449774257133,0.2,115
2.029524447293876,1,2,0.6557284296902917,2.2542803095367905,0.0,116
1.4122971736192627,3,4,0.6469984733848357,3.7330439075209267,0.05,117
0.4204626911981314,3,3,0.5429699968122832,5.898633557181844,0.15,118
0.7285079618453244,2,1,0.7259672938563995,4.2937983991524495,0.15,119
1.9300373187793767,4,2,0.8951389341954192,5.4288574076815355,0.15,120
1.4360620964848962,1,1,0.8951892166581422,3.617862008144957,0.3,121
1.7163721718819616,4,1,0.5071516612523042,2.785577171817551,0.25,122
1.8697562620583115,1,4,0.6898915505818883,2.111764871328252,0.0,123
1.5766215821203007,4,4,0.8475736019654067,5.7101060544095805,0.1,124
0.20640432670569198,4,4,0.8422148522877848,4.095619937313728,0.05,125
1.3888860234708744,3,1,0.890657987431637,2.1163982586929677,0.2,126
1.7557409824415255,1,4,0.7828153246457921,5.35898663219062,0.0,127
1.1626233598528835,4,1,0.8910114924059104,2.9979388790519463,0.15,128
1.9057840285948016,2,2,0.9368723707245425,5.566064983316336,0.0,129
1.6580320159466737,2,3,0.5313513396731904,3.2888011329957103,0.05,130
2.4938231446904564,1,2,0.9812119306587178,2.3012846655208445,0.0,131
1.4902788118742845,3,2,0.8651096697782341,2.044319825846374,0.0,132
1.045787056437741,4,1,0.9065262783904933,4.2422454984750395,0.3,133
2.5693035752627718,1,2,0.5184697466049746,2.4987902171361895,0.0,134
